manufacturer,substation_id,window_start,window_end,label,fault_event_id,fault_label,configuration_type,lead_time_bucket,estimated_lead_time_hours,split_event_regime_based,priority_regression_target,target,priority_v2_threshold48_score,risk_gated_urgency_x8_score,priority_lgbm_guarded_score,priority_lgbm_leak_diagnostic_score,model_version
manufacturer 1,15,2019-03-06 12:00:00,2019-03-06 18:00:00,normal,,,SH + DHW with sub-circuits,,,train,0.0,0,6.6368,6.6368,0.03168535983984112,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,9,2018-12-17 18:00:00,2018-12-18 00:00:00,normal,,,SH,,,train,0.0,0,6.6365,6.6365,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,4,2018-07-20 18:00:00,2018-07-21 00:00:00,normal,,,SH,,,train,0.0,0,6.6364,6.6364,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,15,2018-10-05 00:00:00,2018-10-05 06:00:00,normal,,,SH + DHW with sub-circuits,,,train,0.0,0,6.634,6.634,0.0073422700107413945,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,4,2018-12-24 00:00:00,2018-12-24 06:00:00,normal,,,SH,,,train,0.0,0,6.6321,6.6321,0.0457096457080965,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,12,2015-06-26 00:00:00,2015-06-26 06:00:00,normal,,,SH + DHW,,,train,0.0,0,6.6316,6.6316,0.02456742509968376,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,4,2018-07-19 12:00:00,2018-07-19 18:00:00,normal,,,SH,,,train,0.0,0,6.6303,6.6303,0.0457096457080965,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,19,2017-10-03 06:00:00,2017-10-03 12:00:00,normal,,,SH + DHW with sub-circuits,,,train,0.0,0,6.6283,6.6283,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,26,2020-03-06 06:00:00,2020-03-06 12:00:00,normal,,,SH + DHW,,,train,0.0,0,6.6283,6.6283,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,16,2018-03-01 00:00:00,2018-03-01 06:00:00,normal,,,SH + DHW,,,train,0.0,0,6.6281,6.6281,0.09793324696620925,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,4,2018-06-22 18:00:00,2018-06-23 00:00:00,normal,,,SH + DHW,,,train,0.0,0,6.6281,6.6281,0.0073422700107413945,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,7,2019-01-05 18:00:00,2019-01-06 00:00:00,normal,,,SH + DHW,,,train,0.0,0,6.6265,6.6265,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,16,2018-12-02 06:00:00,2018-12-02 12:00:00,normal,,,SH + DHW,,,train,0.0,0,6.6263,6.6263,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,20,2017-02-01 18:00:00,2017-02-02 00:00:00,normal,,,SH + DHW with sub-circuits,,,train,0.0,0,6.6259,6.6259,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,4,2018-12-25 06:00:00,2018-12-25 12:00:00,normal,,,SH,,,train,0.0,0,6.6258,6.6258,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,52,2017-09-24 06:00:00,2017-09-24 12:00:00,normal,,,SH + DHW,,,train,0.0,0,6.6254,6.6254,0.03165301984667531,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,2,2018-12-03 06:00:00,2018-12-03 12:00:00,normal,,,SH + DHW,,,train,0.0,0,6.6252,6.6252,0.11785556547248935,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,15,2019-03-06 00:00:00,2019-03-06 06:00:00,normal,,,SH + DHW with sub-circuits,,,train,0.0,0,6.6251,6.6251,0.03168535983984112,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,9,2018-12-17 00:00:00,2018-12-17 06:00:00,normal,,,SH,,,train,0.0,0,6.6249,6.6249,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,7,2019-01-07 12:00:00,2019-01-07 18:00:00,normal,,,SH + DHW,,,train,0.0,0,6.6243,6.6243,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,4,2018-07-18 00:00:00,2018-07-18 06:00:00,normal,,,SH,,,train,0.0,0,6.6238,6.6238,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,52,2017-09-28 12:00:00,2017-09-28 18:00:00,normal,,,SH + DHW,,,train,0.0,0,6.6231,6.6231,0.03165301984667531,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,16,2018-12-03 12:00:00,2018-12-03 18:00:00,normal,,,SH + DHW,,,train,0.0,0,6.6229,6.6229,0.042616686502776426,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,26,2020-03-07 06:00:00,2020-03-07 12:00:00,normal,,,SH + DHW,,,train,0.0,0,6.622,6.622,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,22,2019-01-31 06:00:00,2019-01-31 12:00:00,normal,,,SH + DHW,,,train,0.0,0,6.6211,6.6211,0.00906306395296526,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,3,2019-01-17 00:00:00,2019-01-17 06:00:00,normal,,,SH + DHW,,,train,0.0,0,6.6208,6.6208,0.10597189015166812,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,7,2019-01-03 00:00:00,2019-01-03 06:00:00,normal,,,SH + DHW,,,train,0.0,0,6.6204,6.6204,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,17,2016-11-11 00:00:00,2016-11-11 06:00:00,normal,,,SH + DHW,,,train,0.0,0,6.6203,6.6203,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,9,2018-12-17 06:00:00,2018-12-17 12:00:00,normal,,,SH,,,train,0.0,0,6.6199,6.6199,0.0457096457080965,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,20,2017-02-06 06:00:00,2017-02-06 12:00:00,normal,,,SH + DHW with sub-circuits,,,train,0.0,0,6.6194,6.6194,0.049958444745832324,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,15,2019-03-06 06:00:00,2019-03-06 12:00:00,normal,,,SH + DHW with sub-circuits,,,train,0.0,0,6.6191,6.6191,0.0788480951691323,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,20,2017-02-02 18:00:00,2017-02-03 00:00:00,normal,,,SH + DHW with sub-circuits,,,train,0.0,0,6.6185,6.6185,0.049958444745832324,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,19,2017-10-04 00:00:00,2017-10-04 06:00:00,normal,,,SH + DHW with sub-circuits,,,train,0.0,0,6.618,6.618,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,12,2015-06-28 00:00:00,2015-06-28 06:00:00,normal,,,SH + DHW,,,train,0.0,0,6.6173,6.6173,0.02456742509968376,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,8,2018-02-02 00:00:00,2018-02-02 06:00:00,normal,,,SH + DHW,,,train,0.0,0,6.6166,6.6166,0.017463705880235606,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,12,2015-06-24 18:00:00,2015-06-25 00:00:00,normal,,,SH + DHW,,,train,0.0,0,6.6164,6.6164,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,4,2018-12-26 00:00:00,2018-12-26 06:00:00,normal,,,SH,,,train,0.0,0,6.6161,6.6161,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,52,2017-09-26 12:00:00,2017-09-26 18:00:00,normal,,,SH + DHW,,,train,0.0,0,6.616,6.616,0.03165301984667531,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,52,2018-08-23 06:00:00,2018-08-23 12:00:00,normal,,,SH + DHW,,,train,0.0,0,6.6157,6.6157,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,9,2019-01-04 06:00:00,2019-01-04 12:00:00,normal,,,SH + DHW,,,train,0.0,0,6.6133,6.6133,0.08372302998927024,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,52,2018-08-23 12:00:00,2018-08-23 18:00:00,normal,,,SH + DHW,,,train,0.0,0,6.613,6.613,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,20,2017-02-05 12:00:00,2017-02-05 18:00:00,normal,,,SH + DHW with sub-circuits,,,train,0.0,0,6.6129,6.6129,0.049958444745832324,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,17,2016-11-15 12:00:00,2016-11-15 18:00:00,normal,,,SH + DHW,,,train,0.0,0,6.6114,6.6114,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,20,2017-02-04 06:00:00,2017-02-04 12:00:00,normal,,,SH + DHW with sub-circuits,,,train,0.0,0,6.61,6.61,0.049958444745832324,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,15,2019-03-02 00:00:00,2019-03-02 06:00:00,normal,,,SH + DHW with sub-circuits,,,train,0.0,0,6.61,6.61,0.0073422700107413945,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,19,2017-10-01 00:00:00,2017-10-01 06:00:00,normal,,,SH + DHW with sub-circuits,,,train,0.0,0,6.6095,6.6095,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,26,2020-03-05 12:00:00,2020-03-05 18:00:00,normal,,,SH + DHW,,,train,0.0,0,6.6085,6.6085,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,15,2019-03-05 12:00:00,2019-03-05 18:00:00,normal,,,SH + DHW with sub-circuits,,,train,0.0,0,6.6062,6.6062,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,17,2016-11-15 18:00:00,2016-11-16 00:00:00,normal,,,SH + DHW,,,train,0.0,0,6.6056,6.6056,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,11,2017-11-06 18:00:00,2017-11-07 00:00:00,normal,,,SH + DHW,,,train,0.0,0,6.6053,6.6053,0.0012062144156689508,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,9,2019-01-08 06:00:00,2019-01-08 12:00:00,normal,,,SH + DHW,,,train,0.0,0,6.6045,6.6045,0.009394451371705938,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,12,2015-06-29 18:00:00,2015-06-30 00:00:00,normal,,,SH + DHW,,,train,0.0,0,6.602,6.602,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,4,2018-12-26 06:00:00,2018-12-26 12:00:00,normal,,,SH,,,train,0.0,0,6.6017,6.6017,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,7,2019-01-04 18:00:00,2019-01-05 00:00:00,normal,,,SH + DHW,,,train,0.0,0,6.6,6.6,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,9,2018-12-19 12:00:00,2018-12-19 18:00:00,normal,,,SH,,,train,0.0,0,6.6,6.6,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,20,2017-02-05 00:00:00,2017-02-05 06:00:00,normal,,,SH + DHW with sub-circuits,,,train,0.0,0,6.5994,6.5994,0.049958444745832324,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,12,2015-06-27 12:00:00,2015-06-27 18:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5989,6.5989,0.02456742509968376,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,11,2017-11-02 18:00:00,2017-11-03 00:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5982,6.5982,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,8,2018-02-03 12:00:00,2018-02-03 18:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5962,6.5962,0.014024794425300424,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,16,2018-12-02 12:00:00,2018-12-02 18:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5939,6.5939,0.042616686502776426,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,7,2019-01-01 12:00:00,2019-01-01 18:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5938,6.5938,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,11,2016-10-01 12:00:00,2016-10-01 18:00:00,normal,,,SH + DHW,,,train,0.0,0,6.592,6.592,0.048910514928783476,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,15,2019-03-03 00:00:00,2019-03-03 06:00:00,normal,,,SH + DHW with sub-circuits,,,train,0.0,0,6.5917,6.5917,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,15,2019-03-06 18:00:00,2019-03-07 00:00:00,normal,,,SH + DHW with sub-circuits,,,train,0.0,0,6.5913,6.5913,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,16,2018-12-04 00:00:00,2018-12-04 06:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5907,6.5907,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,15,2019-03-01 06:00:00,2019-03-01 12:00:00,normal,,,SH + DHW with sub-circuits,,,train,0.0,0,6.5893,6.5893,0.03168535983984112,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,15,2018-10-02 06:00:00,2018-10-02 12:00:00,normal,,,SH + DHW with sub-circuits,,,train,0.0,0,6.5892,6.5892,0.03168535983984112,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,16,2018-12-02 18:00:00,2018-12-03 00:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5885,6.5885,0.042616686502776426,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,9,2019-01-07 12:00:00,2019-01-07 18:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5876,6.5876,0.08372302998927024,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,19,2017-09-30 18:00:00,2017-10-01 00:00:00,normal,,,SH + DHW with sub-circuits,,,train,0.0,0,6.5874,6.5874,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,26,2020-03-05 06:00:00,2020-03-05 12:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5871,6.5871,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,15,2019-03-05 18:00:00,2019-03-06 00:00:00,normal,,,SH + DHW with sub-circuits,,,train,0.0,0,6.5867,6.5867,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,4,2018-02-25 18:00:00,2018-02-26 00:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5864,6.5864,0.024440246671298807,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,19,2017-10-01 18:00:00,2017-10-02 00:00:00,normal,,,SH + DHW with sub-circuits,,,train,0.0,0,6.5862,6.5862,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,17,2016-11-10 00:00:00,2016-11-10 06:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5861,6.5861,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,12,2015-06-27 18:00:00,2015-06-28 00:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5853,6.5853,0.02456742509968376,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,16,2018-02-28 00:00:00,2018-02-28 06:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5837,6.5837,0.09793324696620925,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,8,2018-02-06 06:00:00,2018-02-06 12:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5837,6.5837,0.05897397346909653,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,52,2017-09-23 06:00:00,2017-09-23 12:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5832,6.5832,0.03165301984667531,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,19,2017-09-30 00:00:00,2017-09-30 06:00:00,normal,,,SH + DHW with sub-circuits,,,train,0.0,0,6.5828,6.5828,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,12,2015-06-30 18:00:00,2015-07-01 00:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5819,6.5819,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,4,2018-12-27 00:00:00,2018-12-27 06:00:00,normal,,,SH,,,train,0.0,0,6.5811,6.5811,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,12,2015-06-28 12:00:00,2015-06-28 18:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5809,6.5809,0.02456742509968376,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,7,2019-01-02 18:00:00,2019-01-03 00:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5792,6.5792,0.034503705211611856,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,4,2018-12-27 06:00:00,2018-12-27 12:00:00,normal,,,SH,,,train,0.0,0,6.5782,6.5782,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,4,2018-06-22 12:00:00,2018-06-22 18:00:00,normal,,,SH + DHW,,,train,0.0,0,6.577,6.577,0.0073422700107413945,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,7,2019-01-07 06:00:00,2019-01-07 12:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5759,6.5759,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,12,2015-06-25 18:00:00,2015-06-26 00:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5758,6.5758,0.02456742509968376,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,15,2019-03-05 00:00:00,2019-03-05 06:00:00,normal,,,SH + DHW with sub-circuits,,,train,0.0,0,6.5755,6.5755,0.0073422700107413945,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,15,2019-03-07 06:00:00,2019-03-07 12:00:00,normal,,,SH + DHW with sub-circuits,,,train,0.0,0,6.5729,6.5729,0.03168535983984112,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,9,2019-01-06 00:00:00,2019-01-06 06:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5709,6.5709,0.08716194144420544,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,2,2018-02-28 00:00:00,2018-02-28 06:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5708,6.5708,0.11785556547248935,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,15,2019-03-02 06:00:00,2019-03-02 12:00:00,normal,,,SH + DHW with sub-circuits,,,train,0.0,0,6.5687,6.5687,0.0073422700107413945,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,16,2018-12-05 00:00:00,2018-12-05 06:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5681,6.5681,0.04174881838015417,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,15,2019-03-03 18:00:00,2019-03-04 00:00:00,normal,,,SH + DHW with sub-circuits,,,train,0.0,0,6.5679,6.5679,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,20,2017-02-02 00:00:00,2017-02-02 06:00:00,normal,,,SH + DHW with sub-circuits,,,train,0.0,0,6.5676,6.5676,0.04285472552638416,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,15,2018-10-04 06:00:00,2018-10-04 12:00:00,normal,,,SH + DHW with sub-circuits,,,train,0.0,0,6.5676,6.5676,0.0073422700107413945,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,2,2018-02-28 06:00:00,2018-02-28 12:00:00,normal,,,SH + DHW,,,train,0.0,0,6.567,6.567,0.11785556547248935,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,9,2018-12-19 06:00:00,2018-12-19 12:00:00,normal,,,SH,,,train,0.0,0,6.5661,6.5661,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,9,2018-12-16 06:00:00,2018-12-16 12:00:00,normal,,,SH,,,train,0.0,0,6.5658,6.5658,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,4,2018-02-20 06:00:00,2018-02-20 12:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5655,6.5655,9.715684219907525e-05,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,8,2018-02-01 06:00:00,2018-02-01 12:00:00,normal,,,SH + DHW,,,train,0.0,0,6.565,6.565,0.02456742509968376,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,9,2019-01-05 18:00:00,2019-01-06 00:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5645,6.5645,0.08716194144420544,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,9,2019-01-02 06:00:00,2019-01-02 12:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5638,6.5638,0.16986357810352712,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,20,2017-01-31 06:00:00,2017-01-31 12:00:00,normal,,,SH + DHW with sub-circuits,,,train,0.0,0,6.5636,6.5636,0.049958444745832324,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,9,2019-01-06 12:00:00,2019-01-06 18:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5626,6.5626,0.08372302998927024,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,15,2019-03-01 12:00:00,2019-03-01 18:00:00,normal,,,SH + DHW with sub-circuits,,,train,0.0,0,6.5619,6.5619,0.0073422700107413945,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,4,2018-02-21 06:00:00,2018-02-21 12:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5604,6.5604,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,4,2018-02-21 00:00:00,2018-02-21 06:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5597,6.5597,9.715684219907525e-05,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,20,2017-02-05 06:00:00,2017-02-05 12:00:00,normal,,,SH + DHW with sub-circuits,,,train,0.0,0,6.5584,6.5584,0.049958444745832324,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,11,2017-10-31 12:00:00,2017-10-31 18:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5579,6.5579,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,12,2015-06-26 12:00:00,2015-06-26 18:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5569,6.5569,0.02456742509968376,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,12,2015-06-30 12:00:00,2015-06-30 18:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5548,6.5548,0.02456742509968376,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,19,2017-10-06 00:00:00,2017-10-06 06:00:00,normal,,,SH + DHW with sub-circuits,,,train,0.0,0,6.5539,6.5539,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,5,2018-03-01 00:00:00,2018-03-01 06:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5535,6.5535,0.004566799627675052,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,16,2018-12-04 06:00:00,2018-12-04 12:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5533,6.5533,0.028063017319753247,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,16,2018-03-05 00:00:00,2018-03-05 06:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5524,6.5524,0.014024794425300424,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,7,2019-01-08 06:00:00,2019-01-08 12:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5523,6.5523,9.715684219907525e-05,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,12,2015-06-28 18:00:00,2015-06-29 00:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5518,6.5518,0.02456742509968376,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 2,52,2017-09-26 06:00:00,2017-09-26 12:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5515,6.5515,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,5,2017-09-16 18:00:00,2017-09-17 00:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5514,6.5514,0.049958444745832324,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,2,2018-03-03 00:00:00,2018-03-03 06:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5512,6.5512,0.11785556547248935,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,9,2019-01-06 18:00:00,2019-01-07 00:00:00,normal,,,SH + DHW,,,train,0.0,0,6.551,6.551,0.08372302998927024,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,12,2015-06-26 18:00:00,2015-06-27 00:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5501,6.5501,0.02456742509968376,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,7,2019-01-03 18:00:00,2019-01-04 00:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5495,6.5495,0.0,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,2,2018-03-05 00:00:00,2018-03-05 06:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5491,6.5491,0.03968978307883187,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,9,2019-01-03 06:00:00,2019-01-03 12:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5481,6.5481,0.13370149262641012,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,4,2018-02-22 00:00:00,2018-02-22 06:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5481,6.5481,9.715684219907525e-05,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
manufacturer 1,2,2018-12-02 06:00:00,2018-12-02 12:00:00,normal,,,SH + DHW,,,train,0.0,0,6.5468,6.5468,0.11785556547248935,0.0005048356646415731,priority_engine_v3_lgbm_regression_candidate
