ts,outdoor_temperature,s_hc1_supply_temperature,s_hc1_supply_temperature_setpoint,s_dhw_supply_temperature,s_dhw_supply_temperature_setpoint,p_hc1_return_temperature,s_dhw_upper_storage_temperature,s_dhw_upper_storage_temperature_setpoint,s_dhw_lower_storage_temperature,p_net_meter_energy,p_net_meter_volume,p_net_meter_heat_power,p_net_meter_flow,p_net_supply_temperature,p_net_return_temperature,manufacturer,substation_id,source_file,s_hc1_control_unit_mode,s_dhw_control_unit_mode,s_hc1_room_temperature_setpoint,p_hc1_control_valve_position_setpoint,p_dhw_control_valve_position,s_hc1_heating_pump_status_setpoint
2020-03-18 09:50:01,7.4,67.9,65.0,60.7,,48.6,53.3,,11.0,67846000.0,1335550000.0,2200.0,73000.0,85.0,58.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,5.0,22.0,EIN
2020-03-18 10:00:00,7.4,63.6,65.0,60.7,,42.7,52.7,,11.1,67846000.0,1335550000.0,2200.0,73000.0,85.0,58.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,2.0,22.0,EIN
2020-03-18 10:10:00,7.6,63.5,64.7,60.6,,58.6,52.5,,11.0,67846000.0,1335570000.0,2000.0,72000.0,84.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,14.0,22.0,EIN
2020-03-18 10:20:01,7.9,65.0,64.0,60.6,,44.3,51.7,,11.1,67847000.0,1335590000.0,1900.0,70000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,0.0,22.0,EIN
2020-03-18 10:30:01,7.9,61.8,64.0,60.5,,40.3,51.6,,11.1,67847000.0,1335590000.0,1900.0,70000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,3.0,22.0,EIN
2020-03-18 10:40:00,8.1,68.1,63.5,60.5,,49.8,51.5,,11.1,67847000.0,1335610000.0,2000.0,72000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,0.0,22.0,EIN
2020-03-18 10:50:00,8.1,63.9,63.5,60.4,,42.4,51.2,,11.1,67848000.0,1335630000.0,1900.0,71000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,0.0,22.0,EIN
2020-03-18 11:00:00,8.1,61.1,63.5,54.8,,38.9,47.8,,11.2,67848000.0,1335630000.0,1900.0,71000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,4.0,62.0,EIN
2020-03-18 11:10:00,8.2,69.7,63.3,60.2,,46.1,56.3,,11.8,67850000.0,1335660000.0,24000.0,302000.0,88.0,19.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,1.0,63.0,EIN
2020-03-18 11:20:00,8.2,64.6,63.3,44.3,,40.8,58.8,,52.0,67856000.0,1335740000.0,24600.0,329000.0,88.0,23.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,0.0,37.0,EIN
2020-03-18 11:30:00,8.2,62.1,63.3,60.4,,37.3,57.4,,55.7,67856000.0,1335740000.0,24600.0,329000.0,88.0,23.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,2.0,40.0,EIN
2020-03-18 11:40:00,8.3,60.5,63.1,62.2,,35.0,57.3,,54.4,67858000.0,1335780000.0,4300.0,127000.0,86.0,57.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,10.0,32.0,EIN
2020-03-18 11:50:00,8.3,68.2,63.1,61.9,,44.6,57.3,,54.1,67859000.0,1335810000.0,2400.0,85000.0,85.0,60.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,0.0,27.0,EIN
2020-03-18 12:00:01,8.3,68.3,63.1,61.5,,84.0,57.4,,53.9,67859000.0,1335810000.0,2400.0,85000.0,85.0,60.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,49.0,26.0,EIN
2020-03-18 12:10:00,8.4,74.8,22.7,61.5,,65.6,57.3,,53.5,67860000.0,1335860000.0,900.0,112000.0,88.0,81.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,0.0,23.0,EIN
2020-03-18 12:20:00,8.6,71.7,22.2,61.3,,57.0,57.2,,53.2,67861000.0,1335880000.0,1900.0,73000.0,83.0,60.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,0.0,23.0,EIN
2020-03-18 12:30:00,8.6,68.7,22.2,61.1,,51.1,57.1,,52.8,67861000.0,1335880000.0,1900.0,73000.0,83.0,60.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,0.0,23.0,EIN
2020-03-18 12:40:00,8.6,66.2,34.8,60.9,,46.6,57.2,,52.4,67861000.0,1335900000.0,1900.0,74000.0,83.0,60.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,0.0,23.0,EIN
2020-03-18 12:50:00,8.6,64.2,60.7,60.8,,42.9,57.2,,51.7,67862000.0,1335920000.0,1900.0,72000.0,82.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,0.0,23.0,EIN
2020-03-18 13:00:01,8.6,62.5,60.7,60.8,,40.2,57.1,,48.0,67862000.0,1335920000.0,1900.0,72000.0,82.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,0.0,23.0,EIN
2020-03-18 13:10:00,8.6,61.0,62.4,60.7,,37.8,57.8,,47.2,67862000.0,1335940000.0,1900.0,72000.0,82.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,2.0,23.0,EIN
2020-03-18 13:20:00,8.6,59.9,62.4,60.6,,35.9,58.0,,44.9,67862000.0,1335940000.0,1900.0,72000.0,82.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,10.0,23.0,EIN
2020-03-18 13:30:00,8.7,66.8,62.2,60.6,,44.9,57.4,,38.7,67863000.0,1335960000.0,1900.0,72000.0,82.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,0.0,23.0,EIN
2020-03-18 13:40:00,8.6,62.7,62.4,60.7,,40.3,57.4,,35.0,67863000.0,1335980000.0,2000.0,72000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,1.0,23.0,EIN
2020-03-18 13:50:00,8.6,60.5,62.4,60.9,,37.3,56.6,,14.2,67863000.0,1335980000.0,2000.0,72000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,3.0,23.0,EIN
2020-03-18 14:00:00,8.6,68.4,62.4,60.6,,48.4,55.9,,9.7,67864000.0,1336000000.0,2000.0,74000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,0.0,23.0,EIN
2020-03-18 14:10:00,8.6,63.9,62.4,60.2,,41.5,55.4,,9.6,67864000.0,1336020000.0,2000.0,71000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,1.0,23.0,EIN
2020-03-18 14:20:00,8.6,61.1,62.4,60.1,,38.1,55.5,,9.6,67864000.0,1336020000.0,2000.0,71000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,2.0,23.0,EIN
2020-03-18 14:30:00,8.7,59.6,62.2,60.1,,35.5,54.9,,9.7,67865000.0,1336030000.0,2000.0,71000.0,83.0,58.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,14.0,23.0,EIN
2020-03-18 14:40:01,8.7,65.7,62.2,60.2,,43.2,54.8,,9.8,67865000.0,1336050000.0,2000.0,72000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,0.0,23.0,EIN
2020-03-18 14:50:00,8.7,62.0,62.2,60.1,,38.9,54.5,,9.8,67865000.0,1336050000.0,2000.0,72000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,1.0,23.0,EIN
2020-03-18 15:00:00,8.6,60.0,62.4,60.1,,36.2,54.5,,9.8,67866000.0,1336070000.0,2000.0,72000.0,83.0,58.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,9.0,23.0,EIN
2020-03-18 15:10:01,8.4,66.9,62.8,60.1,,45.1,54.4,,9.8,67866000.0,1336090000.0,2100.0,73000.0,84.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,0.0,23.0,EIN
2020-03-18 15:20:00,8.4,62.8,62.8,60.1,,40.0,54.1,,9.8,67866000.0,1336090000.0,2100.0,73000.0,84.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,0.0,23.0,EIN
2020-03-18 15:30:01,8.5,60.4,62.6,60.1,,36.9,53.5,,10.0,67867000.0,1336110000.0,2000.0,71000.0,83.0,58.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,5.0,23.0,EIN
2020-03-18 15:40:00,8.5,67.8,62.6,60.2,,46.5,53.4,,10.0,67867000.0,1336130000.0,2300.0,73000.0,85.0,57.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,1.0,23.0,EIN
2020-03-18 15:50:00,8.5,63.5,62.6,60.1,,40.6,53.3,,10.0,67867000.0,1336130000.0,2300.0,73000.0,85.0,57.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,1.0,23.0,EIN
2020-03-18 16:00:00,8.5,61.1,62.6,60.2,,37.7,53.4,,10.0,67868000.0,1336150000.0,2100.0,73000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,3.0,23.0,EIN
2020-03-18 16:10:00,8.3,68.8,63.1,49.1,,49.7,41.7,,10.3,67869000.0,1336160000.0,3100.0,109000.0,84.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,0.0,51.0,EIN
2020-03-18 16:20:00,8.3,64.8,63.1,59.3,,41.6,56.1,,10.6,67869000.0,1336160000.0,3100.0,109000.0,84.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,1.0,66.0,EIN
2020-03-18 16:30:00,8.1,62.4,63.5,62.0,,37.6,57.0,,49.8,67873000.0,1336230000.0,25100.0,320000.0,88.0,20.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,2.0,63.0,EIN
2020-03-18 16:40:00,8.0,60.7,63.7,60.0,,34.8,56.6,,56.1,67877000.0,1336290000.0,4400.0,126000.0,86.0,55.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,15.0,38.0,EIN
2020-03-18 16:50:00,8.0,66.6,63.7,62.1,,42.9,56.6,,55.9,67877000.0,1336290000.0,4400.0,126000.0,86.0,55.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,0.0,37.0,EIN
2020-03-18 17:00:00,8.0,62.9,63.7,62.1,,38.8,56.6,,55.9,67878000.0,1336320000.0,3500.0,114000.0,86.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,2.0,28.0,EIN
2020-03-18 17:10:00,7.8,61.3,64.1,62.0,,48.3,56.6,,55.8,67879000.0,1336340000.0,2300.0,84000.0,84.0,60.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,17.0,26.0,EIN
2020-03-18 17:20:00,7.8,66.2,64.1,61.9,,43.4,56.5,,55.8,67879000.0,1336340000.0,2300.0,84000.0,84.0,60.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,0.0,24.0,EIN
2020-03-18 17:30:00,7.9,62.6,64.0,62.0,,39.6,56.5,,52.4,67880000.0,1336370000.0,2100.0,78000.0,84.0,60.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,3.0,22.0,EIN
2020-03-18 17:40:00,7.8,64.6,64.1,61.6,,57.8,56.4,,27.3,67880000.0,1336380000.0,2000.0,74000.0,84.0,60.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,13.0,22.0,EIN
2020-03-18 17:50:00,7.8,65.4,64.1,61.3,,43.7,56.2,,13.1,67880000.0,1336380000.0,2000.0,74000.0,84.0,60.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,0.0,22.0,EIN
2020-03-18 18:00:00,7.7,62.2,64.5,61.1,,39.8,56.3,,11.8,67881000.0,1336400000.0,2000.0,73000.0,83.0,60.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,5.0,22.0,EIN
2020-03-18 18:10:00,7.5,68.5,64.9,61.0,,48.3,56.2,,11.8,67881000.0,1336420000.0,2100.0,73000.0,84.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,1.0,22.0,EIN
2020-03-18 18:20:00,7.5,64.0,64.9,60.8,,42.4,56.1,,10.9,67881000.0,1336420000.0,2100.0,73000.0,84.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,1.0,22.0,EIN
2020-03-18 18:30:00,7.5,61.6,64.9,60.8,,48.1,56.2,,10.7,67882000.0,1336440000.0,2000.0,72000.0,84.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,18.0,22.0,EIN
2020-03-18 18:40:00,7.4,65.9,65.0,60.8,,45.0,56.0,,10.6,67882000.0,1336460000.0,2000.0,72000.0,84.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,0.0,22.0,EIN
2020-03-18 18:50:00,7.4,62.3,65.0,60.7,,40.7,56.1,,10.5,67882000.0,1336460000.0,2000.0,72000.0,84.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,8.0,22.0,EIN
2020-03-18 19:00:00,7.2,66.5,65.4,60.7,,46.1,56.0,,10.5,67883000.0,1336480000.0,2300.0,82000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,4.0,22.0,EIN
2020-03-18 19:10:00,7.2,62.7,65.4,60.7,,41.4,55.9,,10.5,67883000.0,1336500000.0,2000.0,72000.0,84.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,10.0,22.0,EIN
2020-03-18 19:20:00,7.2,67.0,65.4,60.7,,47.2,55.9,,10.8,67883000.0,1336500000.0,2000.0,72000.0,84.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,0.0,22.0,EIN
2020-03-18 19:30:01,7.1,63.2,65.6,60.6,,42.2,55.8,,11.0,67884000.0,1336520000.0,2000.0,71000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,4.0,22.0,EIN
2020-03-18 19:40:00,6.9,68.4,66.2,60.7,,49.9,55.6,,10.9,67884000.0,1336530000.0,2000.0,72000.0,84.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,1.0,22.0,EIN
2020-03-18 19:50:00,6.9,64.1,66.2,60.7,,43.7,55.5,,10.8,67884000.0,1336530000.0,2000.0,72000.0,84.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,4.0,22.0,EIN
2020-03-18 20:00:00,6.9,69.2,66.2,60.7,,51.6,55.6,,10.8,67885000.0,1336550000.0,2000.0,71000.0,84.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,3.0,22.0,EIN
2020-03-18 20:10:00,6.8,64.4,66.4,60.6,,44.5,55.3,,10.7,67885000.0,1336570000.0,2000.0,72000.0,84.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,4.0,22.0,EIN
2020-03-18 20:20:00,6.8,69.4,66.4,60.7,,51.9,55.3,,10.6,67885000.0,1336570000.0,2000.0,72000.0,84.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,5.0,22.0,EIN
2020-03-18 20:30:01,6.6,64.7,66.8,60.7,,44.9,55.2,,10.8,67886000.0,1336590000.0,2100.0,73000.0,84.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,4.0,22.0,EIN
2020-03-18 20:40:00,6.6,68.8,65.3,60.7,,51.0,55.1,,10.9,67887000.0,1336610000.0,2100.0,72000.0,85.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,4.0,22.0,EIN
2020-03-18 20:50:00,6.6,64.6,65.3,60.6,,45.1,55.0,,10.9,67887000.0,1336610000.0,2100.0,72000.0,85.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,4.0,22.0,EIN
2020-03-18 21:00:00,6.6,67.9,66.8,60.5,,50.6,54.9,,10.9,67887000.0,1336630000.0,2000.0,72000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,11.0,22.0,EIN
2020-03-18 21:10:00,6.6,63.9,66.8,60.4,,57.8,54.5,,11.0,67888000.0,1336650000.0,2000.0,72000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,16.0,22.0,EIN
2020-03-18 21:20:00,6.6,65.8,66.8,60.4,,47.9,54.4,,11.0,67888000.0,1336650000.0,2000.0,72000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,12.0,22.0,EIN
2020-03-18 21:30:00,6.6,68.1,66.8,60.3,,52.2,54.3,,11.0,67888000.0,1336670000.0,2000.0,71000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,11.0,22.0,EIN
2020-03-18 21:40:00,6.6,63.8,66.8,60.3,,46.2,54.1,,11.0,67889000.0,1336680000.0,2000.0,72000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,18.0,22.0,EIN
2020-03-18 21:50:00,6.6,66.0,66.8,60.3,,48.6,54.0,,11.0,67889000.0,1336680000.0,2000.0,72000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,10.0,22.0,EIN
2020-03-18 22:00:00,6.6,68.7,66.8,60.3,,54.0,53.9,,11.0,67889000.0,1336700000.0,2000.0,72000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Tag,Tag,23.0,7.0,22.0,EIN
2020-03-18 22:10:00,6.5,64.4,56.1,60.3,,46.1,53.8,,11.1,67890000.0,1336720000.0,2000.0,72000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,0.0,22.0,EIN
2020-03-18 22:20:01,6.5,61.7,56.1,60.3,,42.0,53.8,,11.1,67890000.0,1336720000.0,2000.0,72000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,0.0,22.0,EIN
2020-03-18 22:30:00,6.4,60.2,56.3,60.2,,38.9,54.3,,11.1,67890000.0,1336740000.0,2000.0,71000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,0.0,22.0,EIN
2020-03-18 22:40:00,6.4,59.1,56.3,60.2,,36.8,55.0,,11.2,67891000.0,1336760000.0,1900.0,70000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,0.0,22.0,EIN
2020-03-18 22:50:00,6.4,58.1,56.3,60.2,,34.8,55.4,,11.1,67891000.0,1336760000.0,1900.0,70000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,0.0,22.0,EIN
2020-03-18 23:00:00,6.2,57.2,56.9,60.2,,33.3,55.8,,11.2,67891000.0,1336780000.0,2100.0,73000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,0.0,22.0,EIN
2020-03-18 23:10:00,6.2,56.5,56.9,60.2,,31.8,56.6,,11.2,67892000.0,1336790000.0,2000.0,72000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,0.0,22.0,EIN
2020-03-18 23:20:00,6.2,55.8,56.9,60.2,,30.6,57.4,,11.2,67892000.0,1336790000.0,2000.0,72000.0,83.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,2.0,22.0,EIN
2020-03-18 23:30:00,6.2,55.0,56.9,60.0,,29.7,58.3,,11.3,67892000.0,1336810000.0,2000.0,72000.0,82.0,59.0,manufacturer 2,24,manufacturer 2/operational_data/substation_24.csv,Nacht,Tag,20.0,3.0,22.0,EIN
