manufacturer,substation_id,window_start,window_end,configuration_type,label,fault_label,fault_event_id,anomaly_ensemble_score,anomaly_policy_score,iforest_score_ratio,mahalanobis_score_ratio,anomaly_consensus_count,anomaly_criticality,anomaly_event_label,anomaly_evidence_event_label,anomaly_evidence_source,risk_probability,risk_score,risk_level_calibrated,predicted_lead_time_bucket,leadtime_urgency_score,current_best_priority_score,current_best_priority_level,priority_score,priority_level,shadow_priority_score,priority_policy_agreement,operational_label,primary_state,review_required,review_reasons,trust_level,first_crossing_time,stable_crossing_time,stable_crossing_lead_hours,why_reason,recommended_action,split_time_based,m1_specialist_model_scope,m1_specialist_compact_window_start,m1_specialist_compact_window_end,m1_specialist_sample_count,m1_specialist_expected_count,m1_specialist_coverage_rate,m1_specialist_fault_probability,m1_specialist_task_probability,m1_specialist_activity_probability,m1_specialist_pre_event_probability,m1_specialist_fault_prediction,m1_specialist_task_prediction,m1_specialist_activity_prediction,m1_specialist_pre_event_prediction,m1_specialist_primary_state,m1_specialist_secondary_tags,m1_specialist_fault_group,m1_specialist_group_weight,m1_specialist_leadtime_urgency,m1_specialist_priority_score,m1_specialist_gate_review_required,m1_specialist_gate_review_reasons,m1_hybrid_priority_score,m1_specialist_priority_level,m1_specialist_priority_high_label,m1_hybrid_priority_level,m1_hybrid_priority_high_label,m1_priority_agreement,m1_priority_review_required,m1_why_reason,m1_recommended_action,current_best_priority_high_label,priority_source,priority_high_label
manufacturer 1,16,2018-03-02 00:00:00,2018-03-02 06:00:00,SH + DHW,normal,,,0.394945372206,0.106274716785,0.720467600659,0.106274716785,0,0,0,0,no_active_anomaly,0.00880529201431,0.0226738032005,low,0-24h,0.920773005732,20.7814,low,29.6110910697,low,30.370249348,same_tier,normal_monitor,normal_monitor,False,,low,,,,current_best_priority=low; m1_specialist_priority=low; m1_hybrid_priority=low; agreement=both_not_high; fault_gate=0.349; pre_event=0.307; fault_group=unknown_review,monitor: no high-priority agreement in the current window.,train,m1_runtime_model,2018-02-23 06:00:00,2018-03-02 06:00:00,1008,1008,1,0.349083514361,0.0969793454044,0.0668900294084,0.307016338157,0,0,0,0,normal,,unknown_review,0.1,0.920773005732,46.0090887706,False,,29.6110910697,low,0,low,0,both_not_high,False,current_best_priority=low; m1_specialist_priority=low; m1_hybrid_priority=low; agreement=both_not_high; fault_gate=0.349; pre_event=0.307; fault_group=unknown_review,monitor: no high-priority agreement in the current window.,0,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
manufacturer 1,16,2018-12-02 00:00:00,2018-12-02 06:00:00,SH + DHW,normal,,,0.420093491944,0.129808282206,0.747436388031,0.129808282206,0,0,0,0,no_active_anomaly,0.0162805498335,0.018274699815,low,0-24h,0.975519860932,20.7715,low,38.3446191452,low,31.7707043178,same_tier,normal_monitor,normal_monitor,False,,low,,,,current_best_priority=low; m1_specialist_priority=medium; m1_hybrid_priority=low; agreement=both_not_high; fault_gate=0.619; pre_event=0.731; fault_group=unknown_review,monitor: no high-priority agreement in the current window.,train,m1_runtime_model,2018-11-25 06:00:00,2018-12-02 06:00:00,1008,1008,1,0.618514681334,0.128202999896,0.0479499907754,0.731178473006,1,0,0,1,fault,,unknown_review,0.1,0.975519860932,70.9804118433,False,,38.3446191452,medium,0,low,0,both_not_high,False,current_best_priority=low; m1_specialist_priority=medium; m1_hybrid_priority=low; agreement=both_not_high; fault_gate=0.619; pre_event=0.731; fault_group=unknown_review,monitor: no high-priority agreement in the current window.,0,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
manufacturer 1,4,2018-06-22 12:00:00,2018-06-22 18:00:00,SH + DHW,normal,,,0.500074316598,0.240540931559,0.792739623132,0.240540931559,0,0,0,0,no_active_anomaly,0.00431772604571,0.0134350495861,low,0-24h,0.969512487735,20.7665,low,43.1169826748,medium,31.3243023593,same_tier,normal_monitor,normal_monitor,True,m1_specialist_gate_near_threshold|m1_priority_disagreement,low,,,,current_best_priority=low; m1_specialist_priority=high; m1_hybrid_priority=medium; agreement=m1_specialist_only_high; fault_gate=0.504; pre_event=0.983; fault_group=unknown_review,specialist review: inspect compact13 and M1 specialist gate evidence before escalation.,train,m1_runtime_model,2018-06-15 18:00:00,2018-06-22 18:00:00,1008,1008,1,0.50356980528,0.185865842043,0.157057336628,0.982539041744,1,0,0,1,fault,,unknown_review,0.1,0.969512487735,84.625021928,True,m1_specialist_gate_near_threshold,43.1169826748,high,1,medium,0,m1_specialist_only_high,True,current_best_priority=low; m1_specialist_priority=high; m1_hybrid_priority=medium; agreement=m1_specialist_only_high; fault_gate=0.504; pre_event=0.983; fault_group=unknown_review,specialist review: inspect compact13 and M1 specialist gate evidence before escalation.,0,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
manufacturer 1,23,2017-10-12 12:00:00,2017-10-12 18:00:00,SH + DHW with sub-circuits,normal,,,0.540840472838,0.23420886287,0.886616543654,0.23420886287,0,0,0,0,no_active_anomaly,0.00798291531301,0.0164769952479,low,0-24h,0.966175656055,20.7631,low,41.6260653722,medium,31.3915044203,same_tier,normal_monitor,normal_monitor,True,m1_priority_disagreement,low,,,,current_best_priority=low; m1_specialist_priority=high; m1_hybrid_priority=medium; agreement=m1_specialist_only_high; fault_gate=0.696; pre_event=0.907; fault_group=unknown_review,specialist review: inspect compact13 and M1 specialist gate evidence before escalation.,train,m1_runtime_model,2017-10-05 18:00:00,2017-10-12 18:00:00,1008,1008,1,0.695806004744,0.130656207316,0.0641366908148,0.907023687459,1,0,0,1,fault,,unknown_review,0.1,0.966175656055,80.3715724919,False,,41.6260653722,high,1,medium,0,m1_specialist_only_high,True,current_best_priority=low; m1_specialist_priority=high; m1_hybrid_priority=medium; agreement=m1_specialist_only_high; fault_gate=0.696; pre_event=0.907; fault_group=unknown_review,specialist review: inspect compact13 and M1 specialist gate evidence before escalation.,0,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
manufacturer 1,4,2018-06-22 18:00:00,2018-06-23 00:00:00,SH + DHW,normal,,,0.533616648655,0.302967916491,0.793709899818,0.302967916491,0,0,0,0,no_active_anomaly,0.00196524674978,0.0129053078812,low,0-24h,0.971666758452,20.7619,low,24.2253792656,low,31.359794687,same_tier,normal_monitor,normal_monitor,False,,low,,,,current_best_priority=low; m1_specialist_priority=low; m1_hybrid_priority=low; agreement=both_not_high; fault_gate=0.225; pre_event=0.000; fault_group=unknown_review,monitor: no high-priority agreement in the current window.,train,m1_runtime_model,2018-06-16 00:00:00,2018-06-23 00:00:00,1008,1008,1,0.225439243376,0.184368922881,0.224762131579,0.000137314383538,0,0,0,0,normal,,unknown_review,0.1,0.971666758452,30.6575550447,False,,24.2253792656,low,0,low,0,both_not_high,False,current_best_priority=low; m1_specialist_priority=low; m1_hybrid_priority=low; agreement=both_not_high; fault_gate=0.225; pre_event=0.000; fault_group=unknown_review,monitor: no high-priority agreement in the current window.,0,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
manufacturer 1,8,2018-02-07 12:00:00,2018-02-07 18:00:00,SH + DHW,normal,,,0.514269452282,0.270307390879,0.789375606631,0.270307390879,0,0,0,0,no_active_anomaly,0.00429147216863,0.0188525077442,low,0-24h,0.927736974439,20.7613,low,24.8433788207,low,30.3689971591,same_tier,normal_monitor,normal_monitor,False,,low,,,,current_best_priority=low; m1_specialist_priority=low; m1_hybrid_priority=low; agreement=both_not_high; fault_gate=0.582; pre_event=0.056; fault_group=unknown_review,monitor: no high-priority agreement in the current window.,train,m1_runtime_model,2018-01-31 18:00:00,2018-02-07 18:00:00,1008,1008,1,0.58155298155,0.0956183450129,0.0670450299153,0.0562231474843,1,0,0,0,fault,,unknown_review,0.1,0.927736974439,32.4243823448,False,,24.8433788207,low,0,low,0,both_not_high,False,current_best_priority=low; m1_specialist_priority=low; m1_hybrid_priority=low; agreement=both_not_high; fault_gate=0.582; pre_event=0.056; fault_group=unknown_review,monitor: no high-priority agreement in the current window.,0,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
manufacturer 1,3,2019-01-13 00:00:00,2019-01-13 06:00:00,SH + DHW,normal,,,0.452940538433,0.126075439495,0.82153309681,0.126075439495,0,0,0,0,no_active_anomaly,0.00779048675006,0.0139674671438,low,0-24h,0.98682892311,20.7613,low,30.0584379151,low,31.8730783862,same_tier,normal_monitor,normal_monitor,False,,low,,,,current_best_priority=low; m1_specialist_priority=medium; m1_hybrid_priority=low; agreement=both_not_high; fault_gate=0.587; pre_event=0.295; fault_group=unknown_review,monitor: no high-priority agreement in the current window.,train,m1_runtime_model,2019-01-06 06:00:00,2019-01-13 06:00:00,1008,1008,1,0.587068309442,0.0594056984595,0.038228844914,0.294903336229,1,0,0,0,fault,,unknown_review,0.1,0.98682892311,47.3245511859,False,,30.0584379151,medium,0,low,0,both_not_high,False,current_best_priority=low; m1_specialist_priority=medium; m1_hybrid_priority=low; agreement=both_not_high; fault_gate=0.587; pre_event=0.295; fault_group=unknown_review,monitor: no high-priority agreement in the current window.,0,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
manufacturer 1,4,2018-06-20 12:00:00,2018-06-20 18:00:00,SH + DHW,normal,,,0.488402229872,0.219957944178,0.791115998846,0.219957944178,0,0,0,0,no_active_anomaly,0.00381630724612,0.0128095064995,low,0-24h,0.982373200799,20.7496,low,43.5171670034,medium,31.6757188814,same_tier,normal_monitor,normal_monitor,True,m1_specialist_gate_near_threshold|m1_priority_disagreement,low,,,,current_best_priority=low; m1_specialist_priority=high; m1_hybrid_priority=medium; agreement=m1_specialist_only_high; fault_gate=0.483; pre_event=0.997; fault_group=unknown_review,specialist review: inspect compact13 and M1 specialist gate evidence before escalation.,train,m1_runtime_model,2018-06-13 18:00:00,2018-06-20 18:00:00,1008,1008,1,0.482733504396,0.151276049688,0.111794549408,0.996883552988,0,0,0,1,normal,,unknown_review,0.1,0.982373200799,85.7997914383,True,m1_specialist_gate_near_threshold,43.5171670034,high,1,medium,0,m1_specialist_only_high,True,current_best_priority=low; m1_specialist_priority=high; m1_hybrid_priority=medium; agreement=m1_specialist_only_high; fault_gate=0.483; pre_event=0.997; fault_group=unknown_review,specialist review: inspect compact13 and M1 specialist gate evidence before escalation.,0,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
manufacturer 1,3,2019-01-13 06:00:00,2019-01-13 12:00:00,SH + DHW,normal,,,0.488993034497,0.157967686563,0.862276937486,0.157967686563,0,0,0,0,no_active_anomaly,0.010528513951,0.0139674671438,low,0-24h,0.989934339835,20.7487,low,30.9301841443,low,31.966240888,same_tier,normal_monitor,normal_monitor,False,,low,,,,current_best_priority=low; m1_specialist_priority=medium; m1_hybrid_priority=low; agreement=both_not_high; fault_gate=0.575; pre_event=0.339; fault_group=unknown_review,monitor: no high-priority agreement in the current window.,train,m1_runtime_model,2019-01-06 12:00:00,2019-01-13 12:00:00,1008,1008,1,0.574645864983,0.0594056984595,0.038228844914,0.33892044551,1,0,0,0,fault,,unknown_review,0.1,0.989934339835,49.8386546981,False,,30.9301841443,medium,0,low,0,both_not_high,False,current_best_priority=low; m1_specialist_priority=medium; m1_hybrid_priority=low; agreement=both_not_high; fault_gate=0.575; pre_event=0.339; fault_group=unknown_review,monitor: no high-priority agreement in the current window.,0,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
manufacturer 1,16,2018-12-02 06:00:00,2018-12-02 12:00:00,SH + DHW,normal,,,0.419443324839,0.127756374456,0.748366907186,0.127756374456,0,0,0,0,no_active_anomaly,0.0166327194443,0.0173761300914,low,0-24h,0.975897262182,20.7464,low,42.8544459507,medium,31.7326050205,same_tier,normal_monitor,normal_monitor,True,m1_priority_disagreement,low,,,,current_best_priority=low; m1_specialist_priority=high; m1_hybrid_priority=medium; agreement=m1_specialist_only_high; fault_gate=0.722; pre_event=0.966; fault_group=unknown_review,specialist review: inspect compact13 and M1 specialist gate evidence before escalation.,train,m1_runtime_model,2018-11-25 12:00:00,2018-12-02 12:00:00,1008,1008,1,0.721555772218,0.127578575885,0.0346861018865,0.966096867417,1,0,0,1,fault,,unknown_review,0.1,0.975897262182,83.9122455734,False,,42.8544459507,high,1,medium,0,m1_specialist_only_high,True,current_best_priority=low; m1_specialist_priority=high; m1_hybrid_priority=medium; agreement=m1_specialist_only_high; fault_gate=0.722; pre_event=0.966; fault_group=unknown_review,specialist review: inspect compact13 and M1 specialist gate evidence before escalation.,0,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
manufacturer 1,23,2017-10-12 00:00:00,2017-10-12 06:00:00,SH + DHW with sub-circuits,normal,,,0.601354595239,0.333258391273,0.903675846521,0.333258391273,1,0,0,0,no_active_anomaly,0.0111160410795,0.0164769952479,low,0-24h,0.968593185335,20.7453,low,33.8239801605,low,34.4640302987,same_tier,normal_monitor,normal_monitor,False,,low,,,,current_best_priority=low; m1_specialist_priority=medium; m1_hybrid_priority=low; agreement=both_not_high; fault_gate=0.714; pre_event=0.501; fault_group=unknown_review,monitor: no high-priority agreement in the current window.,train,m1_runtime_model,2017-10-05 06:00:00,2017-10-12 06:00:00,1008,1008,1,0.71368973432,0.073326607968,0.0468735640209,0.501002946204,1,0,0,0,fault,,unknown_review,0.1,0.968593185335,58.1129576013,False,,33.8239801605,medium,0,low,0,both_not_high,False,current_best_priority=low; m1_specialist_priority=medium; m1_hybrid_priority=low; agreement=both_not_high; fault_gate=0.714; pre_event=0.501; fault_group=unknown_review,monitor: no high-priority agreement in the current window.,0,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
manufacturer 1,16,2018-12-02 18:00:00,2018-12-03 00:00:00,SH + DHW,normal,,,0.423631293551,0.145530201938,0.737234652179,0.145530201938,0,0,0,0,no_active_anomaly,0.0106013009407,0.0149694474999,low,0-24h,0.980065460532,20.7446,low,28.7251444902,low,31.7252834285,same_tier,normal_monitor,normal_monitor,False,,low,,,,current_best_priority=low; m1_specialist_priority=low; m1_hybrid_priority=low; agreement=both_not_high; fault_gate=0.411; pre_event=0.230; fault_group=unknown_review,monitor: no high-priority agreement in the current window.,train,m1_runtime_model,2018-11-26 00:00:00,2018-12-03 00:00:00,1008,1008,1,0.410504273113,0.0807173982867,0.0353147568572,0.229894397645,0,0,0,0,normal,,unknown_review,0.1,0.980065460532,43.5461556864,False,,28.7251444902,low,0,low,0,both_not_high,False,current_best_priority=low; m1_specialist_priority=low; m1_hybrid_priority=low; agreement=both_not_high; fault_gate=0.411; pre_event=0.230; fault_group=unknown_review,monitor: no high-priority agreement in the current window.,0,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
manufacturer 1,3,2019-01-14 12:00:00,2019-01-14 18:00:00,SH + DHW,normal,,,0.529204814573,0.221876601455,0.8757664166,0.221876601455,0,0,0,0,no_active_anomaly,0.00158372768927,0.0115672104452,low,0-24h,0.980254807347,20.7288,low,31.8528663855,low,31.5438407949,same_tier,normal_monitor,normal_monitor,False,,low,,,,current_best_priority=low; m1_specialist_priority=medium; m1_hybrid_priority=low; agreement=both_not_high; fault_gate=0.580; pre_event=0.393; fault_group=unknown_review,monitor: no high-priority agreement in the current window.,train,m1_runtime_model,2019-01-07 18:00:00,2019-01-14 18:00:00,1008,1008,1,0.579953880154,0.0660723651261,0.035728844914,0.392803683551,1,0,0,0,fault,,unknown_review,0.1,0.980254807347,52.5118468157,False,,31.8528663855,medium,0,low,0,both_not_high,False,current_best_priority=low; m1_specialist_priority=medium; m1_hybrid_priority=low; agreement=both_not_high; fault_gate=0.580; pre_event=0.393; fault_group=unknown_review,monitor: no high-priority agreement in the current window.,0,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
manufacturer 1,4,2018-06-20 18:00:00,2018-06-21 00:00:00,SH + DHW,normal,,,0.516433248759,0.269557996969,0.794824490138,0.269557996969,0,0,0,0,no_active_anomaly,0.00600137402498,0.0119959985279,low,0-24h,0.986486330641,20.7233,low,24.3720115205,low,31.7543698383,same_tier,normal_monitor,normal_monitor,False,,low,,,,current_best_priority=low; m1_specialist_priority=low; m1_hybrid_priority=low; agreement=both_not_high; fault_gate=0.187; pre_event=0.001; fault_group=unknown_review,monitor: no high-priority agreement in the current window.,train,m1_runtime_model,2018-06-14 00:00:00,2018-06-21 00:00:00,1008,1008,1,0.186710568897,0.139750649,0.132647796132,0.000974547990728,0,0,0,0,normal,,unknown_review,0.1,0.986486330641,31.1481900587,False,,24.3720115205,low,0,low,0,both_not_high,False,current_best_priority=low; m1_specialist_priority=low; m1_hybrid_priority=low; agreement=both_not_high; fault_gate=0.187; pre_event=0.001; fault_group=unknown_review,monitor: no high-priority agreement in the current window.,0,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
manufacturer 1,8,2018-02-07 18:00:00,2018-02-08 00:00:00,SH + DHW,normal,,,0.573796547786,0.380510075587,0.791757888776,0.380510075587,0,0,0,0,no_active_anomaly,0.00968129492012,0.0188525077442,low,0-24h,0.923304565843,20.7213,low,28.5624618267,low,30.2360249012,same_tier,normal_monitor,normal_monitor,True,m1_specialist_gate_near_threshold,low,,,,current_best_priority=low; m1_specialist_priority=low; m1_hybrid_priority=low; agreement=both_not_high; fault_gate=0.477; pre_event=0.253; fault_group=unknown_review,monitor: no high-priority agreement in the current window.,train,m1_runtime_model,2018-02-01 00:00:00,2018-02-08 00:00:00,1008,1008,1,0.476980017052,0.0774065523604,0.0771510688688,0.253190591448,0,0,0,0,normal,,unknown_review,0.1,0.923304565843,43.124619505,True,m1_specialist_gate_near_threshold,28.5624618267,low,0,low,0,both_not_high,False,current_best_priority=low; m1_specialist_priority=low; m1_hybrid_priority=low; agreement=both_not_high; fault_gate=0.477; pre_event=0.253; fault_group=unknown_review,monitor: no high-priority agreement in the current window.,0,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
manufacturer 1,19,2017-06-17 12:00:00,2017-06-17 18:00:00,SH + DHW with sub-circuits,normal,,,0.744765327836,0.557400955732,0.956048555953,0.557400955732,1,0,0,0,no_active_anomaly,0.0122948408367,0.0167357903113,low,0-24h,0.960677696929,20.7188,low,39.1204185055,low,34.240799375,same_tier,normal_monitor,normal_monitor,True,m1_specialist_gate_near_threshold,low,,,,current_best_priority=low; m1_specialist_priority=medium; m1_hybrid_priority=low; agreement=both_not_high; fault_gate=0.491; pre_event=0.781; fault_group=unknown_review,monitor: no high-priority agreement in the current window.,train,m1_runtime_model,2017-06-10 18:00:00,2017-06-17 18:00:00,1008,1008,1,0.491270802926,0.0703800145931,0.0188750582881,0.781354944817,0,0,0,1,normal,,unknown_review,0.1,0.960677696929,73.2948528728,True,m1_specialist_gate_near_threshold,39.1204185055,medium,0,low,0,both_not_high,False,current_best_priority=low; m1_specialist_priority=medium; m1_hybrid_priority=low; agreement=both_not_high; fault_gate=0.491; pre_event=0.781; fault_group=unknown_review,monitor: no high-priority agreement in the current window.,0,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
manufacturer 1,15,2019-03-06 12:00:00,2019-03-06 18:00:00,SH + DHW with sub-circuits,normal,,,0.527254184009,0.26405895505,0.824048803899,0.26405895505,0,0,0,0,no_active_anomaly,0.00637943908645,0.0105967383274,low,0-24h,0.997386905477,20.7166,low,42.6646370783,medium,32.0044277723,same_tier,normal_monitor,normal_monitor,True,m1_priority_disagreement,low,,,,current_best_priority=low; m1_specialist_priority=high; m1_hybrid_priority=medium; agreement=m1_specialist_only_high; fault_gate=0.447; pre_event=0.946; fault_group=unknown_review,specialist review: inspect compact13 and M1 specialist gate evidence before escalation.,train,m1_runtime_model,2019-02-27 18:00:00,2019-03-06 18:00:00,1008,1008,1,0.447164302278,0.145114948363,0.0869508579151,0.945521276405,0,0,0,1,normal,,unknown_review,0.1,0.997386905477,83.4252773666,False,,42.6646370783,high,1,medium,0,m1_specialist_only_high,True,current_best_priority=low; m1_specialist_priority=high; m1_hybrid_priority=medium; agreement=m1_specialist_only_high; fault_gate=0.447; pre_event=0.946; fault_group=unknown_review,specialist review: inspect compact13 and M1 specialist gate evidence before escalation.,0,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
manufacturer 1,19,2017-06-20 18:00:00,2017-06-21 00:00:00,SH + DHW with sub-circuits,normal,,,0.700737631276,0.467816500592,0.963393374388,0.467816500592,1,0,0,0,no_active_anomaly,0.00818992100348,0.0122613969277,low,0-24h,0.98756116578,20.716,low,24.3808621663,low,34.8012118044,same_tier,normal_monitor,normal_monitor,False,,low,,,,current_best_priority=low; m1_specialist_priority=low; m1_hybrid_priority=low; agreement=both_not_high; fault_gate=0.108; pre_event=0.001; fault_group=unknown_review,monitor: no high-priority agreement in the current window.,train,m1_runtime_model,2017-06-14 00:00:00,2017-06-21 00:00:00,1008,1008,1,0.108491362379,0.072404026819,0.058663204156,0.00109454159228,0,0,0,0,normal,,unknown_review,0.1,0.98756116578,31.187034761,False,,24.3808621663,low,0,low,0,both_not_high,False,current_best_priority=low; m1_specialist_priority=low; m1_hybrid_priority=low; agreement=both_not_high; fault_gate=0.108; pre_event=0.001; fault_group=unknown_review,monitor: no high-priority agreement in the current window.,0,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
manufacturer 1,2,2018-03-02 18:00:00,2018-03-03 00:00:00,SH + DHW,normal,,,0.43099153937,0.181460604639,0.712377487046,0.181460604639,0,0,0,0,no_active_anomaly,0.00317859259733,0.0132296522406,low,0-24h,0.963219232537,20.7082,low,28.799190536,low,31.1242078493,same_tier,normal_monitor,normal_monitor,False,,low,,,,current_best_priority=low; m1_specialist_priority=low; m1_hybrid_priority=low; agreement=both_not_high; fault_gate=0.653; pre_event=0.244; fault_group=unknown_review,monitor: no high-priority agreement in the current window.,train,m1_runtime_model,2018-02-24 00:00:00,2018-03-03 00:00:00,1008,1008,1,0.653219675009,0.106036533894,0.0466177220241,0.244158888016,1,0,0,0,fault,,unknown_review,0.1,0.963219232537,43.825315817,False,,28.799190536,low,0,low,0,both_not_high,False,current_best_priority=low; m1_specialist_priority=low; m1_hybrid_priority=low; agreement=both_not_high; fault_gate=0.653; pre_event=0.244; fault_group=unknown_review,monitor: no high-priority agreement in the current window.,0,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
manufacturer 1,2,2018-03-02 12:00:00,2018-03-02 18:00:00,SH + DHW,normal,,,0.388736845374,0.11885794909,0.693068366716,0.11885794909,0,0,0,0,no_active_anomaly,0.00381674035086,0.0165658852527,low,0-24h,0.932690629614,20.6983,low,26.6113660583,low,30.3918425773,same_tier,normal_monitor,normal_monitor,False,,low,,,,current_best_priority=low; m1_specialist_priority=low; m1_hybrid_priority=low; agreement=both_not_high; fault_gate=0.566; pre_event=0.147; fault_group=unknown_review,monitor: no high-priority agreement in the current window.,train,m1_runtime_model,2018-02-23 18:00:00,2018-03-02 18:00:00,1008,1008,1,0.566152967765,0.106874483799,0.0704788491535,0.147491919344,1,0,0,0,fault,,unknown_review,0.1,0.932690629614,37.5927744523,False,,26.6113660583,low,0,low,0,both_not_high,False,current_best_priority=low; m1_specialist_priority=low; m1_hybrid_priority=low; agreement=both_not_high; fault_gate=0.566; pre_event=0.147; fault_group=unknown_review,monitor: no high-priority agreement in the current window.,0,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
manufacturer 1,16,2018-12-02 12:00:00,2018-12-02 18:00:00,SH + DHW,normal,,,0.408216433147,0.120738535058,0.732393637375,0.120738535058,0,0,0,0,no_active_anomaly,0.0118756096523,0.0159392017574,low,0-24h,0.959378017073,20.6975,low,41.5316052914,medium,31.1579966088,same_tier,normal_monitor,normal_monitor,True,m1_specialist_gate_near_threshold|m1_priority_disagreement,low,,,,current_best_priority=low; m1_specialist_priority=high; m1_hybrid_priority=medium; agreement=m1_specialist_only_high; fault_gate=0.477; pre_event=0.908; fault_group=unknown_review,specialist review: inspect compact13 and M1 specialist gate evidence before escalation.,train,m1_runtime_model,2018-11-25 18:00:00,2018-12-02 18:00:00,1008,1008,1,0.476832652496,0.0928143697583,0.0381352696777,0.908039538292,0,0,0,1,normal,,unknown_review,0.1,0.959378017073,80.2235151182,True,m1_specialist_gate_near_threshold,41.5316052914,high,1,medium,0,m1_specialist_only_high,True,current_best_priority=low; m1_specialist_priority=high; m1_hybrid_priority=medium; agreement=m1_specialist_only_high; fault_gate=0.477; pre_event=0.908; fault_group=unknown_review,specialist review: inspect compact13 and M1 specialist gate evidence before escalation.,0,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
manufacturer 1,8,2018-02-04 00:00:00,2018-02-04 06:00:00,SH + DHW,normal,,,0.526042058991,0.280213771175,0.803252681423,0.280213771175,0,0,0,0,no_active_anomaly,0.00702397911562,0.0178634539682,low,0-24h,0.929129645929,20.6956,low,40.4641806397,low,30.3563793461,same_tier,normal_monitor,normal_monitor,False,,low,,,,current_best_priority=low; m1_specialist_priority=medium; m1_hybrid_priority=low; agreement=both_not_high; fault_gate=0.834; pre_event=0.869; fault_group=unknown_review,monitor: no high-priority agreement in the current window.,train,m1_runtime_model,2018-01-28 06:00:00,2018-02-04 06:00:00,1008,1008,1,0.834066501707,0.154484218375,0.0779997708248,0.869152174415,1,0,0,1,fault,,unknown_review,0.1,0.929129645929,77.1772589707,False,,40.4641806397,medium,0,low,0,both_not_high,False,current_best_priority=low; m1_specialist_priority=medium; m1_hybrid_priority=low; agreement=both_not_high; fault_gate=0.834; pre_event=0.869; fault_group=unknown_review,monitor: no high-priority agreement in the current window.,0,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
manufacturer 1,4,2018-02-22 12:00:00,2018-02-22 18:00:00,SH + DHW,normal,,,0.517360380707,0.281411090857,0.783430856496,0.281411090857,0,0,0,0,no_active_anomaly,0.00386959660178,0.0102439372814,low,0-24h,0.986230181795,20.6941,low,42.9113343675,medium,31.6503220043,same_tier,normal_monitor,normal_monitor,True,m1_priority_disagreement,low,,,,current_best_priority=low; m1_specialist_priority=high; m1_hybrid_priority=medium; agreement=m1_specialist_only_high; fault_gate=0.636; pre_event=0.965; fault_group=unknown_review,specialist review: inspect compact13 and M1 specialist gate evidence before escalation.,train,m1_runtime_model,2018-02-15 18:00:00,2018-02-22 18:00:00,1008,1008,1,0.636250083151,0.0942664463248,0.055935705583,0.965181945907,1,0,0,1,fault,,unknown_review,0.1,0.986230181795,84.1719124787,False,,42.9113343675,high,1,medium,0,m1_specialist_only_high,True,current_best_priority=low; m1_specialist_priority=high; m1_hybrid_priority=medium; agreement=m1_specialist_only_high; fault_gate=0.636; pre_event=0.965; fault_group=unknown_review,specialist review: inspect compact13 and M1 specialist gate evidence before escalation.,0,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
manufacturer 1,23,2017-10-12 06:00:00,2017-10-12 12:00:00,SH + DHW with sub-circuits,normal,,,0.538920425302,0.243967160398,0.871527298491,0.243967160398,0,0,0,0,no_active_anomaly,0.00542939128702,0.0164769952479,low,0-24h,0.93392269704,20.6867,low,37.5874458401,low,30.4239156498,same_tier,normal_monitor,normal_monitor,False,,low,,,,current_best_priority=low; m1_specialist_priority=medium; m1_hybrid_priority=low; agreement=both_not_high; fault_gate=0.767; pre_event=0.717; fault_group=unknown_review,monitor: no high-priority agreement in the current window.,train,m1_runtime_model,2017-10-05 12:00:00,2017-10-12 12:00:00,1008,1008,1,0.766764933495,0.0823652270831,0.0437638445702,0.717397533567,1,0,0,1,fault,,unknown_review,0.1,0.93392269704,68.9745452574,False,,37.5874458401,medium,0,low,0,both_not_high,False,current_best_priority=low; m1_specialist_priority=medium; m1_hybrid_priority=low; agreement=both_not_high; fault_gate=0.767; pre_event=0.717; fault_group=unknown_review,monitor: no high-priority agreement in the current window.,0,m1_hybrid_current_best_0.65_m1_specialist_0.35,0
