manufacturer,substation_id,window_start,window_end,anomaly_score,risk_score,risk_probability,risk_level_calibrated,predicted_lead_time_bucket,predicted_lead_time_confidence,leadtime_prob_0-24h,leadtime_prob_1-3d,leadtime_prob_3-7d,lead_time_bucket_distance,days_since_last_fault_event,days_since_last_task_event,days_since_last_any_event,configuration_type,has_dhw,has_buffer_tank,main_abnormal_sensors,label,fault_label,estimated_lead_time_hours,lead_time_bucket
manufacturer_2,10,2026-04-13T06:00:00,2026-04-13T12:00:00,0.1037,4.56,0.0026,low,1-3d,0.3694,0.2881,0.3694,0.3425,0,157.2,7.4,178.9,sh_dhw,1,0,,normal,,,
manufacturer_2,6,2026-08-09T12:00:00,2026-08-09T18:00:00,0.1684,9.04,0.1128,low,3-7d,0.3653,0.3029,0.3318,0.3653,0,254.3,150.2,137.9,sh_with_buffer_tank,0,1,,normal,,,
manufacturer_2,3,2026-05-06T12:00:00,2026-05-06T18:00:00,0.9088,91.27,0.921,critical,0-24h,0.722,0.722,0.1321,0.1459,0,235.0,70.6,60.3,sh_dhw,1,0,s_dhw_supply_temperature,pre_fault,heat_exchanger_fouling,16.0,0-24h
manufacturer_1,3,2026-08-09T00:00:00,2026-08-09T06:00:00,0.7273,88.49,0.874,high,0-24h,0.7626,0.7626,0.1223,0.115,0,102.3,36.7,12.7,sh,0,0,p_net_supply_temperature,pre_fault,valve_fault,12.9,0-24h
manufacturer_1,13,2026-05-12T12:00:00,2026-05-12T18:00:00,0.1033,1.02,0.0646,low,0-24h,0.3747,0.3747,0.3081,0.3173,0,118.6,128.6,171.9,sh_with_buffer_tank,0,1,,normal,,,
manufacturer_2,5,2026-04-02T18:00:00,2026-04-03T00:00:00,0.0599,7.95,0.1479,low,3-7d,0.3924,0.3344,0.2732,0.3924,0,12.0,90.9,142.2,sh_with_sub_circuits,0,0,,normal,,,
manufacturer_2,11,2026-08-18T12:00:00,2026-08-18T18:00:00,0.6814,79.45,0.806,high,1-3d,0.6997,0.1319,0.6997,0.1683,0,174.7,78.8,75.2,sh,0,0,p_net_supply_temperature,pre_fault,sensor_drift,32.6,1-3d
manufacturer_2,17,2026-07-23T12:00:00,2026-07-23T18:00:00,0.0248,0.0,0.0576,low,1-3d,0.3791,0.3383,0.3791,0.2826,0,139.9,81.3,76.0,sh_dhw_with_sub_circuits,1,0,,normal,,,
manufacturer_1,3,2026-05-19T00:00:00,2026-05-19T06:00:00,0.088,3.79,0.0503,low,1-3d,0.367,0.3078,0.367,0.3252,0,30.6,137.7,44.4,sh_with_sub_circuits,0,0,,normal,,,
manufacturer_2,5,2026-05-25T06:00:00,2026-05-25T12:00:00,0.4149,53.31,0.5077,high,3-7d,0.7448,0.1299,0.1253,0.7448,0,208.2,27.6,192.9,sh,0,0,p_hc1_return_temperature,pre_fault,sensor_drift,105.0,3-7d
manufacturer_2,17,2026-06-26T18:00:00,2026-06-27T00:00:00,0.9,79.5,0.8109,high,0-24h,0.7348,0.7348,0.1366,0.1286,0,291.5,186.3,44.4,sh_with_buffer_tank,0,1,p_net_supply_temperature,pre_fault,valve_fault,14.6,0-24h
manufacturer_2,4,2026-06-27T18:00:00,2026-06-28T00:00:00,0.9754,88.01,0.9094,critical,0-24h,0.7488,0.7488,0.0992,0.152,0,341.4,87.1,151.3,sh,0,0,p_net_return_temperature;p_hc1_return_temperature,pre_fault,pump_degradation,11.9,0-24h
manufacturer_2,2,2026-06-21T12:00:00,2026-06-21T18:00:00,0.0577,3.08,0.0413,low,0-24h,0.3749,0.3749,0.3461,0.279,0,145.7,9.7,134.0,sh_dhw_with_sub_circuits,1,0,,normal,,,
manufacturer_1,6,2026-07-18T18:00:00,2026-07-19T00:00:00,0.0516,10.08,0.112,low,3-7d,0.3678,0.265,0.3672,0.3678,0,138.7,85.0,53.8,sh_dhw,1,0,,normal,,,
manufacturer_2,8,2026-05-20T18:00:00,2026-05-21T00:00:00,0.1131,4.81,0.0258,low,1-3d,0.413,0.2897,0.413,0.2973,0,319.5,79.5,26.6,sh_with_sub_circuits,0,0,,normal,,,
manufacturer_2,10,2026-06-02T06:00:00,2026-06-02T12:00:00,0.0446,11.11,0.119,low,3-7d,0.4413,0.288,0.2707,0.4413,0,263.1,2.6,49.2,sh,0,0,,normal,,,
manufacturer_1,15,2026-05-17T06:00:00,2026-05-17T12:00:00,0.1044,1.76,0.0,low,0-24h,0.3363,0.3363,0.3341,0.3296,0,45.4,57.3,46.5,sh_dhw,1,0,,normal,,,
manufacturer_1,11,2026-06-24T12:00:00,2026-06-24T18:00:00,0.2166,9.55,0.1496,low,0-24h,0.4005,0.4005,0.3178,0.2817,0,382.9,92.8,134.2,sh_dhw,1,0,,normal,,,
manufacturer_1,6,2026-04-13T12:00:00,2026-04-13T18:00:00,0.0526,17.64,0.183,low,1-3d,0.3783,0.3483,0.3783,0.2734,0,312.8,168.2,124.8,sh_dhw_with_sub_circuits,1,0,,normal,,,
manufacturer_1,8,2026-05-03T18:00:00,2026-05-04T00:00:00,0.2611,6.59,0.0423,low,3-7d,0.362,0.3121,0.3259,0.362,0,233.6,138.1,58.6,sh,0,0,,normal,,,
manufacturer_1,9,2026-04-26T06:00:00,2026-04-26T12:00:00,0.6197,66.23,0.6357,high,1-3d,0.7096,0.1586,0.7096,0.1318,0,57.1,169.0,198.7,sh_dhw_with_sub_circuits,1,0,p_net_meter_flow;s_dhw_supply_temperature;s_dhw_upper_storage_temperature,pre_fault,valve_fault,32.1,1-3d
manufacturer_2,11,2026-08-12T12:00:00,2026-08-12T18:00:00,0.1011,3.5,0.0,low,1-3d,0.4024,0.3307,0.4024,0.2669,0,284.3,168.3,188.5,sh,0,0,,normal,,,
manufacturer_2,16,2026-04-30T12:00:00,2026-04-30T18:00:00,0.8771,74.07,0.7632,high,0-24h,0.7261,0.7261,0.1222,0.1518,0,132.9,6.7,67.9,sh_dhw,1,0,p_net_meter_flow;p_hc1_return_temperature;s_hc1_supply_temperature,pre_fault,valve_fault,4.9,0-24h
manufacturer_2,13,2026-05-20T18:00:00,2026-05-21T00:00:00,0.1235,13.67,0.108,low,1-3d,0.3502,0.3423,0.3502,0.3076,0,45.1,73.3,163.2,sh_with_buffer_tank,0,1,,normal,,,
manufacturer_1,11,2026-04-08T18:00:00,2026-04-09T00:00:00,0.5471,63.14,0.642,high,1-3d,0.7064,0.1465,0.7064,0.147,0,24.5,118.6,99.5,sh_with_buffer_tank,0,1,s_hc1_supply_temperature,pre_fault,heat_exchanger_fouling,35.2,1-3d
manufacturer_1,10,2026-07-24T18:00:00,2026-07-25T00:00:00,0.1215,9.54,0.1128,low,0-24h,0.3803,0.3803,0.3085,0.3112,0,228.9,66.9,124.4,sh_dhw_with_sub_circuits,1,0,,normal,,,
manufacturer_2,18,2026-07-24T00:00:00,2026-07-24T06:00:00,0.1442,8.04,0.1088,low,1-3d,0.3896,0.3041,0.3896,0.3063,0,21.7,183.5,148.0,sh_with_buffer_tank,0,1,,normal,,,
manufacturer_2,14,2026-05-19T12:00:00,2026-05-19T18:00:00,0.7105,70.08,0.7044,high,1-3d,0.7119,0.1192,0.7119,0.1689,0,209.7,39.1,39.6,sh_with_buffer_tank,0,1,p_hc1_return_temperature,pre_fault,heat_exchanger_fouling,46.6,1-3d
manufacturer_2,5,2026-05-31T06:00:00,2026-05-31T12:00:00,0.8349,95.63,0.9063,critical,0-24h,0.7291,0.7291,0.155,0.1159,0,320.9,109.2,199.9,sh_dhw,1,0,p_net_supply_temperature;p_hc1_return_temperature,pre_fault,valve_fault,13.0,0-24h
manufacturer_2,18,2026-06-27T12:00:00,2026-06-27T18:00:00,0.0856,6.25,0.0589,low,1-3d,0.3803,0.2693,0.3803,0.3504,0,105.8,152.7,172.9,sh_with_sub_circuits,0,0,,normal,,,
manufacturer_2,12,2026-08-16T06:00:00,2026-08-16T12:00:00,0.6799,90.29,0.8569,high,0-24h,0.7084,0.7084,0.1321,0.1595,0,8.6,69.6,41.7,sh,0,0,p_hc1_return_temperature;p_net_meter_flow;p_net_supply_temperature,pre_fault,heat_exchanger_fouling,13.4,0-24h
manufacturer_1,6,2026-07-10T12:00:00,2026-07-10T18:00:00,0.1126,2.03,0.0436,low,3-7d,0.3488,0.3264,0.3248,0.3488,0,119.4,155.2,198.1,sh,0,0,,normal,,,
manufacturer_2,15,2026-08-11T18:00:00,2026-08-12T00:00:00,0.8797,83.03,0.8325,high,0-24h,0.7402,0.7402,0.1437,0.1161,0,237.9,100.5,20.5,sh_with_buffer_tank,0,1,s_dhw_supply_temperature;p_hc1_return_temperature;s_hc1_supply_temperature,pre_fault,valve_fault,20.5,0-24h
manufacturer_2,8,2026-08-03T18:00:00,2026-08-04T00:00:00,0.8666,95.74,0.9939,critical,0-24h,0.7408,0.7408,0.1109,0.1483,0,378.3,137.9,171.6,sh_with_buffer_tank,0,1,p_net_supply_temperature;p_net_meter_flow;s_dhw_upper_storage_temperature,pre_fault,heat_exchanger_fouling,23.5,0-24h
manufacturer_1,9,2026-08-09T18:00:00,2026-08-10T00:00:00,0.0055,7.75,0.0864,low,0-24h,0.3783,0.3783,0.3466,0.2751,0,103.7,159.7,158.4,sh,0,0,,normal,,,
manufacturer_1,12,2026-04-26T00:00:00,2026-04-26T06:00:00,0.145,10.36,0.122,low,0-24h,0.365,0.365,0.307,0.328,0,130.5,20.1,16.5,sh,0,0,,normal,,,
manufacturer_2,18,2026-07-18T00:00:00,2026-07-18T06:00:00,0.0433,10.86,0.1016,low,0-24h,0.4387,0.4387,0.2729,0.2884,0,239.9,40.6,176.7,sh_dhw,1,0,,normal,,,
manufacturer_2,12,2026-07-16T00:00:00,2026-07-16T06:00:00,0.1247,9.05,0.1007,low,1-3d,0.3835,0.3137,0.3835,0.3027,0,371.1,168.8,174.7,sh_with_buffer_tank,0,1,,normal,,,
manufacturer_1,5,2026-08-08T18:00:00,2026-08-09T00:00:00,0.9467,82.2,0.8235,high,0-24h,0.6932,0.6932,0.151,0.1558,0,60.9,177.1,36.2,sh_dhw,1,0,p_net_return_temperature;s_dhw_upper_storage_temperature;s_dhw_supply_temperature,pre_fault,valve_fault,21.8,0-24h
manufacturer_1,6,2026-06-10T00:00:00,2026-06-10T06:00:00,0.653,74.78,0.6965,high,1-3d,0.6701,0.1584,0.6701,0.1715,0,252.1,5.2,163.7,sh,0,0,p_hc1_return_temperature,pre_fault,sensor_drift,38.5,1-3d
manufacturer_1,8,2026-06-26T00:00:00,2026-06-26T06:00:00,0.0779,6.1,0.0559,low,0-24h,0.3377,0.3377,0.3336,0.3287,0,201.0,47.2,127.6,sh,0,0,,normal,,,
manufacturer_2,5,2026-04-15T18:00:00,2026-04-16T00:00:00,0.067,6.59,0.0769,low,1-3d,0.3846,0.2646,0.3846,0.3509,0,122.5,47.1,75.0,sh_dhw,1,0,,normal,,,
manufacturer_1,5,2026-08-20T18:00:00,2026-08-21T00:00:00,0.0564,5.5,0.0375,low,1-3d,0.3895,0.2693,0.3895,0.3413,0,119.2,4.7,158.8,sh_with_sub_circuits,0,0,,normal,,,
manufacturer_1,16,2026-08-14T06:00:00,2026-08-14T12:00:00,0.0336,13.32,0.1063,low,1-3d,0.352,0.3329,0.352,0.3151,0,288.0,30.0,84.3,sh_dhw_with_sub_circuits,1,0,,normal,,,
manufacturer_1,9,2026-08-15T12:00:00,2026-08-15T18:00:00,0.1497,10.45,0.1252,low,1-3d,0.3528,0.2989,0.3528,0.3483,0,42.0,105.1,16.1,sh,0,0,,normal,,,
manufacturer_2,17,2026-07-28T18:00:00,2026-07-29T00:00:00,0.0258,9.81,0.0786,low,0-24h,0.3931,0.3931,0.3435,0.2635,0,312.7,181.0,108.7,sh_with_buffer_tank,0,1,,normal,,,
manufacturer_2,5,2026-05-14T00:00:00,2026-05-14T06:00:00,0.0502,2.85,0.0,low,1-3d,0.4171,0.2947,0.4171,0.2882,0,299.5,71.9,34.3,sh_with_sub_circuits,0,0,,normal,,,
manufacturer_1,4,2026-04-26T06:00:00,2026-04-26T12:00:00,0.9585,100.0,0.9514,critical,0-24h,0.7094,0.7094,0.1498,0.1408,0,23.3,14.7,114.0,sh_dhw,1,0,s_hc1_supply_temperature;p_net_return_temperature,pre_fault,pump_degradation,7.5,0-24h
manufacturer_2,2,2026-05-26T12:00:00,2026-05-26T18:00:00,0.1566,15.17,0.1763,low,0-24h,0.3535,0.3535,0.3257,0.3208,0,341.6,184.0,185.0,sh_with_buffer_tank,0,1,,normal,,,
manufacturer_2,18,2026-07-08T06:00:00,2026-07-08T12:00:00,0.6536,61.08,0.6317,high,1-3d,0.712,0.1372,0.712,0.1508,0,286.6,75.4,87.4,sh_dhw,1,0,s_dhw_supply_temperature;p_net_supply_temperature,pre_fault,valve_fault,44.1,1-3d
manufacturer_1,10,2026-07-23T06:00:00,2026-07-23T12:00:00,0.0844,3.31,0.0585,low,0-24h,0.3485,0.3485,0.3333,0.3182,0,239.8,13.4,182.8,sh_dhw_with_sub_circuits,1,0,,normal,,,
manufacturer_2,15,2026-07-10T06:00:00,2026-07-10T12:00:00,0.5778,51.63,0.5187,high,3-7d,0.6859,0.185,0.1291,0.6859,0,272.5,50.4,151.9,sh,0,0,s_dhw_supply_temperature;p_net_meter_flow,pre_fault,sensor_drift,139.4,3-7d
manufacturer_1,8,2026-04-09T18:00:00,2026-04-10T00:00:00,0.6807,65.91,0.625,high,1-3d,0.6974,0.1342,0.6974,0.1684,0,90.4,168.9,171.3,sh_dhw_with_sub_circuits,1,0,s_dhw_upper_storage_temperature;p_net_meter_flow;p_net_supply_temperature,pre_fault,heat_exchanger_fouling,38.2,1-3d
manufacturer_2,11,2026-07-16T06:00:00,2026-07-16T12:00:00,0.466,54.31,0.5007,high,3-7d,0.72,0.1507,0.1293,0.72,0,351.3,46.8,68.6,sh_dhw_with_sub_circuits,1,0,p_net_meter_flow;s_dhw_supply_temperature,pre_fault,pump_degradation,158.4,3-7d
manufacturer_1,15,2026-05-14T18:00:00,2026-05-15T00:00:00,0.1072,6.61,0.0618,low,1-3d,0.3704,0.365,0.3704,0.2647,0,144.0,156.9,91.8,sh_dhw_with_sub_circuits,1,0,,normal,,,
manufacturer_2,11,2026-08-05T06:00:00,2026-08-05T12:00:00,0.0976,5.75,0.1002,low,1-3d,0.3454,0.3379,0.3454,0.3167,0,374.5,38.6,12.5,sh_dhw_with_sub_circuits,1,0,,normal,,,
manufacturer_1,11,2026-08-13T12:00:00,2026-08-13T18:00:00,0.0934,6.94,0.077,low,0-24h,0.407,0.407,0.3151,0.278,0,61.1,137.5,172.3,sh_dhw,1,0,,normal,,,
manufacturer_2,18,2026-05-28T12:00:00,2026-05-28T18:00:00,0.1027,9.38,0.0612,low,1-3d,0.3779,0.249,0.3779,0.3732,0,7.1,19.5,64.3,sh_dhw,1,0,,normal,,,
manufacturer_1,14,2026-05-13T00:00:00,2026-05-13T06:00:00,0.1662,8.85,0.127,low,0-24h,0.3443,0.3443,0.3432,0.3125,0,120.8,130.5,145.6,sh_with_sub_circuits,0,0,,normal,,,
manufacturer_2,16,2026-07-17T12:00:00,2026-07-17T18:00:00,0.6884,60.62,0.6062,high,1-3d,0.6869,0.1453,0.6869,0.1677,0,260.3,48.9,4.6,sh_with_buffer_tank,0,1,s_dhw_upper_storage_temperature;p_net_return_temperature;p_hc1_return_temperature,pre_fault,pump_degradation,27.7,1-3d
manufacturer_2,6,2026-04-24T12:00:00,2026-04-24T18:00:00,0.6106,60.96,0.6379,high,1-3d,0.6589,0.1714,0.6589,0.1697,0,381.1,85.0,16.3,sh_with_sub_circuits,0,0,s_dhw_upper_storage_temperature;s_dhw_supply_temperature;p_net_supply_temperature,pre_fault,pump_degradation,25.2,1-3d
manufacturer_1,17,2026-06-25T06:00:00,2026-06-25T12:00:00,0.6198,58.95,0.6009,high,1-3d,0.7152,0.1106,0.7152,0.1742,0,372.7,55.9,40.7,sh_dhw,1,0,p_hc1_return_temperature;p_net_meter_flow,pre_fault,sensor_drift,36.9,1-3d
manufacturer_1,9,2026-08-21T06:00:00,2026-08-21T12:00:00,0.1179,6.37,0.0742,low,1-3d,0.3755,0.34,0.3755,0.2846,0,250.8,193.7,149.0,sh_dhw,1,0,,normal,,,
manufacturer_1,9,2026-06-15T18:00:00,2026-06-16T00:00:00,0.7484,94.15,0.9752,critical,0-24h,0.7274,0.7274,0.1165,0.1561,0,192.5,46.1,120.1,sh_dhw,1,0,p_net_meter_flow;s_dhw_upper_storage_temperature,pre_fault,heat_exchanger_fouling,8.3,0-24h
manufacturer_1,15,2026-06-01T00:00:00,2026-06-01T06:00:00,0.5658,64.0,0.6643,high,1-3d,0.7035,0.1385,0.7035,0.158,0,181.1,70.6,154.7,sh_with_sub_circuits,0,0,s_hc1_supply_temperature;s_dhw_upper_storage_temperature,pre_fault,pump_degradation,40.8,1-3d
manufacturer_2,11,2026-06-07T06:00:00,2026-06-07T12:00:00,0.5939,82.16,0.824,high,1-3d,0.7364,0.1317,0.7364,0.1319,0,253.0,69.9,137.8,sh_with_sub_circuits,0,0,p_hc1_return_temperature,pre_fault,pump_degradation,68.5,1-3d
manufacturer_2,16,2026-08-04T06:00:00,2026-08-04T12:00:00,0.5066,55.69,0.5571,high,3-7d,0.6752,0.1935,0.1313,0.6752,0,167.2,17.0,12.6,sh_with_sub_circuits,0,0,p_net_meter_flow;s_dhw_upper_storage_temperature,pre_fault,sensor_drift,136.5,3-7d
manufacturer_1,8,2026-04-01T12:00:00,2026-04-01T18:00:00,0.3761,51.69,0.5213,high,3-7d,0.6919,0.1493,0.1589,0.6919,0,69.1,1.6,60.6,sh_with_buffer_tank,0,1,p_net_return_temperature;p_hc1_return_temperature;p_net_supply_temperature,pre_fault,sensor_drift,144.2,3-7d
manufacturer_2,5,2026-05-07T06:00:00,2026-05-07T12:00:00,0.9455,91.2,0.8759,high,0-24h,0.7066,0.7066,0.1501,0.1432,0,180.7,10.0,156.5,sh_dhw,1,0,p_net_supply_temperature;p_net_meter_flow,pre_fault,heat_exchanger_fouling,6.6,0-24h
manufacturer_2,1,2026-05-25T12:00:00,2026-05-25T18:00:00,0.8897,100.0,1.0,critical,0-24h,0.7328,0.7328,0.1263,0.1409,0,289.7,199.9,39.8,sh_dhw_with_sub_circuits,1,0,p_net_meter_flow;s_hc1_supply_temperature,pre_fault,valve_fault,6.6,0-24h
manufacturer_1,16,2026-05-28T00:00:00,2026-05-28T06:00:00,0.0877,0.0,0.0,low,1-3d,0.3671,0.2689,0.3671,0.364,0,174.1,166.1,165.7,sh_with_sub_circuits,0,0,,normal,,,
manufacturer_2,4,2026-07-26T18:00:00,2026-07-27T00:00:00,0.8479,94.88,0.9083,critical,0-24h,0.722,0.722,0.156,0.122,0,5.9,199.4,183.4,sh_with_sub_circuits,0,0,p_net_return_temperature;p_net_meter_flow,pre_fault,heat_exchanger_fouling,5.5,0-24h
manufacturer_1,14,2026-07-11T00:00:00,2026-07-11T06:00:00,0.8695,88.58,0.8792,high,0-24h,0.7615,0.7615,0.1302,0.1083,0,241.7,131.0,160.6,sh_with_sub_circuits,0,0,p_hc1_return_temperature,pre_fault,sensor_drift,5.4,0-24h
manufacturer_2,12,2026-04-24T18:00:00,2026-04-25T00:00:00,0.85,96.78,0.9101,critical,0-24h,0.7198,0.7198,0.1268,0.1535,0,26.3,96.8,61.0,sh_dhw_with_sub_circuits,1,0,p_net_return_temperature;s_hc1_supply_temperature;p_hc1_return_temperature,pre_fault,valve_fault,18.6,0-24h
manufacturer_2,6,2026-08-21T18:00:00,2026-08-22T00:00:00,0.0595,10.29,0.0721,low,3-7d,0.3779,0.272,0.3501,0.3779,0,60.1,133.4,163.9,sh_with_sub_circuits,0,0,,normal,,,
manufacturer_1,8,2026-08-05T00:00:00,2026-08-05T06:00:00,0.1433,5.76,0.0741,low,0-24h,0.4105,0.4105,0.3074,0.2821,0,320.4,162.2,175.1,sh_dhw_with_sub_circuits,1,0,,normal,,,
manufacturer_1,3,2026-04-28T12:00:00,2026-04-28T18:00:00,0.7774,91.89,0.9096,critical,0-24h,0.7447,0.7447,0.1545,0.1008,0,77.2,160.3,56.7,sh_dhw,1,0,p_net_meter_flow,pre_fault,valve_fault,9.3,0-24h
manufacturer_2,17,2026-04-07T06:00:00,2026-04-07T12:00:00,0.8595,87.83,0.8659,high,0-24h,0.7156,0.7156,0.1442,0.1402,0,264.7,175.0,24.8,sh_dhw,1,0,s_dhw_upper_storage_temperature;s_hc1_supply_temperature,pre_fault,heat_exchanger_fouling,8.3,0-24h
manufacturer_2,14,2026-07-21T00:00:00,2026-07-21T06:00:00,0.1422,4.74,0.0836,low,3-7d,0.3858,0.2943,0.3199,0.3858,0,81.5,158.2,154.3,sh_dhw,1,0,,normal,,,
manufacturer_2,10,2026-08-23T06:00:00,2026-08-23T12:00:00,0.6365,70.77,0.7659,high,1-3d,0.723,0.1596,0.723,0.1174,0,315.9,41.2,190.6,sh_with_buffer_tank,0,1,s_dhw_upper_storage_temperature,pre_fault,sensor_drift,25.8,1-3d
manufacturer_2,6,2026-05-04T06:00:00,2026-05-04T12:00:00,0.4916,61.54,0.6026,high,1-3d,0.7384,0.1399,0.7384,0.1218,0,394.7,88.4,197.4,sh,0,0,s_dhw_supply_temperature;p_net_supply_temperature;p_net_meter_flow,pre_fault,pump_degradation,58.7,1-3d
manufacturer_1,1,2026-07-23T12:00:00,2026-07-23T18:00:00,0.0857,20.82,0.1985,low,0-24h,0.3449,0.3449,0.338,0.3171,0,382.1,67.0,172.3,sh_dhw_with_sub_circuits,1,0,,normal,,,
manufacturer_1,15,2026-04-22T00:00:00,2026-04-22T06:00:00,0.0,1.56,0.0758,low,1-3d,0.3786,0.3343,0.3786,0.2871,0,240.4,112.3,46.7,sh_with_buffer_tank,0,1,,normal,,,
manufacturer_2,9,2026-08-28T06:00:00,2026-08-28T12:00:00,0.9061,80.93,0.8572,high,0-24h,0.6977,0.6977,0.1427,0.1596,0,125.9,159.9,38.5,sh_dhw,1,0,p_net_meter_flow,pre_fault,pump_degradation,20.1,0-24h
manufacturer_1,18,2026-07-05T18:00:00,2026-07-06T00:00:00,0.5506,50.57,0.5461,high,3-7d,0.6943,0.163,0.1427,0.6943,0,163.8,34.2,31.0,sh_with_sub_circuits,0,0,s_dhw_upper_storage_temperature,pre_fault,sensor_drift,143.7,3-7d
manufacturer_2,17,2026-04-22T12:00:00,2026-04-22T18:00:00,0.0321,10.27,0.119,low,1-3d,0.3594,0.3292,0.3594,0.3114,0,89.0,73.0,139.0,sh_dhw,1,0,,normal,,,
manufacturer_2,6,2026-07-06T00:00:00,2026-07-06T06:00:00,0.0954,6.91,0.0247,low,3-7d,0.3883,0.2735,0.3382,0.3883,0,356.8,194.1,127.7,sh_with_buffer_tank,0,1,,normal,,,
manufacturer_2,17,2026-07-09T00:00:00,2026-07-09T06:00:00,0.7295,64.67,0.5961,high,1-3d,0.7539,0.1333,0.7539,0.1129,0,118.5,26.8,152.5,sh_dhw_with_sub_circuits,1,0,p_hc1_return_temperature,pre_fault,sensor_drift,67.2,1-3d
manufacturer_2,17,2026-07-13T00:00:00,2026-07-13T06:00:00,0.1819,8.7,0.0805,low,1-3d,0.3657,0.3173,0.3657,0.317,0,13.6,144.5,28.0,sh_with_sub_circuits,0,0,,normal,,,
manufacturer_1,13,2026-06-17T12:00:00,2026-06-17T18:00:00,0.0629,6.54,0.0318,low,3-7d,0.4005,0.2716,0.3279,0.4005,0,307.1,185.0,191.2,sh_dhw_with_sub_circuits,1,0,,normal,,,
manufacturer_2,14,2026-06-03T06:00:00,2026-06-03T12:00:00,0.0563,0.55,0.0278,low,1-3d,0.3982,0.2952,0.3982,0.3066,0,9.5,117.8,2.4,sh_with_sub_circuits,0,0,,normal,,,
